fighter_banner_info.personal_info.fighter_id,fighter_banner_info.personal_info.platform_name,character_name,league_point,league_rank,rating,fighter_banner_info.home_name
guiltyfeet,Steam,Cammy,0,36,1687,United States
Ludespeeder,Steam,JP,0,36,1687,Canada
Thomas5k,Steam,JP,0,36,1687,Japan
Zykles,Steam,JP,0,36,1687,Canada
ピヨピヨ,CrossPlatform,Zangief,0,36,1687,Japan
のるぽな,CrossPlatform,Chun-Li,0,36,1687,Japan
ICryWhenIPee,Steam,Edmond Honda,0,36,1687,Australia
WhereIsBirdie,Steam,Edmond Honda,0,36,1687,Guatemala
小貫晋也,Steam,Edmond Honda,0,36,1687,Japan
Macyn,Steam,Edmond Honda,0,36,1687,Australia
Phantome,Steam,Luke,0,36,1687,United States
HiHowAreYa,Steam,Luke,0,36,1687,United States
Alpha,Steam,Guile,0,36,1687,Other
SUMITHMAN,CrossPlatform,Blanka,0,36,1687,Japan
REIN388,Steam,Dee Jay,0,36,1687,Other
モダン人間,Steam,Ken,0,36,1687,Japan
Essaim,Steam,Ken,0,36,1687,China
Jake Ryan,Steam,Ken,0,36,1687,United States
pumpkin,Steam,Ken,0,36,1687,Other
ゾーボン,Steam,Ken,0,36,1687,Japan
InternetALPHA,Steam,Cammy,0,36,1686,Switzerland
うそつきドルジ,Steam,Cammy,0,36,1686,Japan
100kg DietClub,CrossPlatform,Dhalsim,0,36,1686,Japan
魔王てすたん,Steam,JP,0,36,1686,Japan
Yamcher,Steam,Manon,0,36,1686,Portugal
Melbu,Steam,Manon,0,36,1686,United States
farby,CrossPlatform,Jamie,0,36,1686,Japan
Legendary69,CrossPlatform,Jamie,0,36,1686,Turkey
NYChrisG,CrossPlatform,Luke,0,36,1686,Tunisia
people's gamer,Steam,Luke,0,36,1686,United States
Padawan,Steam,Luke,0,36,1686,Japan
FGMarathon,CrossPlatform,Luke,0,36,1686,United States
Khangaroo,Steam,Luke,0,36,1686,United States
Cobra,Steam,Guile,0,36,1686,Brazil
ほぐれてきたぜ,Steam,Marisa,0,36,1686,Japan
zato0719,Steam,Marisa,0,36,1686,China
child-play,Steam,Juri,0,36,1686,Japan
ヨシツネ_twitch,Steam,Juri,0,36,1686,Japan
そうさね,CrossPlatform,Blanka,0,36,1686,Japan
Gatoss64,CrossPlatform,Blanka,0,36,1686,Chile
LuckGaming,Steam,Dee Jay,0,36,1686,Japan
DalMa,Steam,Ryu,0,36,1686,Japan
Perfect Legend,Steam,Dhalsim,0,36,1685,Other
ZERO,Steam,JP,0,36,1685,Japan
ponta7,CrossPlatform,JP,0,36,1685,Japan
mauibrad,Steam,JP,0,36,1685,Other
彩虹色火焰,Steam,JP,0,36,1685,China
夜风Yoka2e,Steam,Chun-Li,0,36,1685,China
bellwood@Twitch,Steam,Chun-Li,0,36,1685,Japan
Ninjas In Paris,Steam,Chun-Li,0,36,1685,United States
皇极惊天拳唔留手,Steam,Edmond Honda,0,36,1685,China
Shoc,Steam,Edmond Honda,0,36,1685,Canada
Doug Cuddles,Steam,Edmond Honda,0,36,1685,Australia
BILLSDESTRUIDOR,Steam,Luke,0,36,1685,Brazil
dontblamemodern,Steam,Luke,0,36,1685,United States
だだっだ,Steam,Luke,0,36,1685,Japan
Daimon,Steam,Guile,0,36,1685,Other
makimakibitto,CrossPlatform,Marisa,0,36,1685,Japan
Mrかませ,CrossPlatform,Marisa,0,36,1685,Japan
ウラーヤッハ,Steam,Marisa,0,36,1685,Japan
TTVImCoachSteve,Steam,Blanka,0,36,1685,Cuba
Serazale,Steam,Rashid,0,36,1685,United States
fit3amir_my,CrossPlatform,Rashid,0,36,1685,Malaysia
crypthiccc,Steam,A.K.I.,0,36,1685,United States
Dreadxdragon,CrossPlatform,A.K.I.,0,36,1685,United States
PyroNova,Steam,A.K.I.,0,36,1685,Finland
Disziplin,Steam,Dee Jay,0,36,1685,Argentina
Skynessito,Steam,Dee Jay,0,36,1685,Argentina
Integra,Steam,Ken,0,36,1685,United States
fuse313,CrossPlatform,Cammy,0,36,1684,Japan
Akaraien,Steam,Cammy,0,36,1684,Austria
HJhdez,Steam,JP,0,36,1684,Mexico
Valmaster,Steam,JP,0,36,1684,France
あしゅまる,Steam,JP,0,36,1684,Japan
Slaynman,Steam,Zangief,0,36,1684,Canada
t.tv/WhispCL,Steam,Zangief,0,36,1684,Chile
KGMAX,CrossPlatform,Zangief,0,36,1684,Japan
ふかだゆ,Steam,Chun-Li,0,36,1684,Other
Samira,Steam,Chun-Li,0,36,1684,Other
nawonsale,CrossPlatform,Chun-Li,0,36,1684,Japan
Selmo,Steam,Jamie,0,36,1684,Brazil
d_mura,Steam,Jamie,0,36,1684,Japan
Kimochi,CrossPlatform,Luke,0,36,1684,South Korea
yasuyo24007,CrossPlatform,Luke,0,36,1684,Japan
くろ～ば～,CrossPlatform,Marisa,0,36,1684,Japan
Diegubis,Steam,Marisa,0,36,1684,United States
kira,Steam,Juri,0,36,1684,Japan
harakawa,Steam,Juri,0,36,1684,Japan
pandasaku,Steam,Juri,0,36,1684,China
s20_moto,Steam,Juri,0,36,1684,Japan
BakedEyez,CrossPlatform,Rashid,0,36,1684,Canada
Robotnik,CrossPlatform,Ken,0,36,1684,Germany
touwa1029,Steam,Ken,0,36,1684,Japan
シーチェックイン,CrossPlatform,Ryu,0,36,1684,Japan
Tomo_C,Steam,JP,0,36,1683,Japan
2RUSH,Steam,JP,0,36,1683,United States
高桑！嘎巴跌！,Steam,Zangief,0,36,1683,China
D3monEX,CrossPlatform,Chun-Li,0,36,1683,United States
KeNGaN AshuRa,Steam,Chun-Li,0,36,1683,Other
FinessaHudgens,Steam,Kimberly,0,36,1683,Philippines
leith,Steam,Luke,0,36,1683,France
狂オシキSTG,Steam,Luke,0,36,1683,Japan
Judge Man,Steam,Guile,0,36,1683,United States
Naga,Steam,Guile,0,36,1683,China
Naga,Steam,Guile,0,36,1683,China
scrub,CrossPlatform,Guile,0,36,1683,United Arab Emirates
tbt85,Steam,Blanka,0,36,1683,Japan
とっころ,CrossPlatform,Blanka,0,36,1683,Japan
Chart-Yatsu,Steam,Rashid,0,36,1683,Japan
swkentaro,Steam,Rashid,0,36,1683,Japan
いんちきまる,Steam,A.K.I.,0,36,1683,Japan
Fooglemungler,Steam,Ken,0,36,1683,United States
Hata,Steam,Ken,0,36,1683,Japan
yamatoto,CrossPlatform,Ken,0,36,1683,Japan
我的劈眼不大吗？,Steam,Ken,0,36,1683,China
ねぎ氏。,Steam,Cammy,0,36,1682,Japan
天満ス岡田,Steam,Cammy,0,36,1682,Japan
NONAME,Steam,JP,0,36,1682,Other
KrisRon,Steam,JP,0,36,1682,Philippines
你就是歌姬吧,Steam,JP,0,36,1682,China
你站在名為絕望的深淵旁,Steam,JP,0,36,1682,Japan
llAURALEEll,Steam,Manon,0,36,1682,Japan
Ivanndif,CrossPlatform,Manon,0,36,1682,Argentina
近代において人間は基本的に自由,Steam,Manon,0,36,1682,Japan
@_hinenoya_,Steam,Chun-Li,0,36,1682,Other
AJ-Panadero,Steam,Chun-Li,0,36,1682,Peru
justcallmetar,CrossPlatform,Kimberly,0,36,1682,Other
RD_Shaka,CrossPlatform,Kimberly,0,36,1682,Dominican Republic
Britico,Steam,Edmond Honda,0,36,1682,United States
Frenzy,Steam,Luke,0,36,1682,Spain
Psychotool,Steam,Luke,0,36,1682,Guatemala
ざくろ＿,Steam,Luke,0,36,1682,Japan
Ryukengouki.Com,Steam,Guile,0,36,1682,Brazil
Chez-G,Steam,Guile,0,36,1682,Japan
Crusty C. YA,Steam,Guile,0,36,1682,United States
Sam White,Steam,Guile,0,36,1682,Australia
⑨えんかいかいちょう,Steam,Marisa,0,36,1682,Japan
D3rp0407,CrossPlatform,Marisa,0,36,1682,Canada
コハダ24,Steam,Marisa,0,36,1682,Japan
小宅Douyu-国一mod王,Steam,Juri,0,36,1682,China
Javainas,Steam,Juri,0,36,1682,Brazil
Frickin Terry,Steam,Rashid,0,36,1682,United States
luka,Steam,A.K.I.,0,36,1682,Japan
へらおじ少女あくねちゃん,Steam,A.K.I.,0,36,1682,Japan
Gater,Steam,Dee Jay,0,36,1682,United States
MayDayMayDay,Steam,Dee Jay,0,36,1682,Other
ANGRYMikeRoss69,Steam,Dee Jay,0,36,1682,Other
Drunken Kaizer,Steam,Ken,0,36,1682,Thailand
Twitch Hxpnotic,CrossPlatform,Ken,0,36,1682,United Kingdom
donko1111,Steam,Ken,0,36,1682,Japan
いちえん,Steam,Ryu,0,36,1682,Japan
ちゃたろう,CrossPlatform,Ryu,0,36,1682,Japan
Antifragile,Steam,Cammy,0,36,1681,United States
イキリト,Steam,JP,0,36,1681,Japan
べりぼ＠,Steam,JP,0,36,1681,Japan
Noahsbox,Steam,Zangief,0,36,1681,Switzerland
请叫我锑神,Steam,Zangief,0,36,1681,China
Rabisco,Steam,Zangief,0,36,1681,Brazil
ソニック610,CrossPlatform,Zangief,0,36,1681,Japan
mootcha,Steam,Manon,0,36,1681,United States
Trix,Steam,Manon,0,36,1681,Other
MEALU_J,Steam,Chun-Li,0,36,1681,Japan
Gorou,Steam,Chun-Li,0,36,1681,Japan
Gantz,Steam,Chun-Li,0,36,1681,Brazil
PLSX,CrossPlatform,Jamie,0,36,1681,Brazil
End of Tiger,Steam,Luke,0,36,1681,Japan
Huck,Steam,Luke,0,36,1681,Australia
LukeModerne,Steam,Luke,0,36,1681,France
PARLIAMENT 9mm,Steam,Luke,0,36,1681,Japan
Zykles,Steam,Luke,0,36,1681,Canada
FulgoreMkZERO,Steam,Guile,0,36,1681,Panama
ReguxTM,Steam,Guile,0,36,1681,Peru
Jason21Loo,CrossPlatform,Juri,0,36,1681,Malaysia
くびちょり,Steam,Juri,0,36,1681,Japan
raise,Steam,Juri,0,36,1681,Japan
tsujiken,CrossPlatform,Blanka,0,36,1681,Japan
Irezumi,Steam,Rashid,0,36,1681,United Kingdom
hihirara,Steam,Dee Jay,0,36,1681,Japan
虚無おじさん,Steam,Dee Jay,0,36,1681,Japan
めけにぃ,Steam,Dee Jay,0,36,1681,Japan
felpzera,Steam,Ken,0,36,1681,Brazil
namae_hige,Steam,Ken,0,36,1681,Japan
じょんすー,Steam,Ken,0,36,1681,Japan
seaca1582,CrossPlatform,Ken,0,36,1681,Japan
yuukii,Steam,Ryu,0,36,1681,Japan
chiaki,Steam,Dhalsim,0,36,1680,Japan
Ninebreaker,Steam,Dhalsim,0,36,1680,United States
seianko,Steam,JP,0,36,1680,Japan
HaRuMaKi3150,Steam,JP,0,36,1680,Japan
ゲルマ57,Steam,Zangief,0,36,1680,Japan
Evan,Steam,Zangief,0,36,1680,United States
c0ntl3x,Steam,Chun-Li,0,36,1680,Japan
halloumi,Steam,Edmond Honda,0,36,1680,Sweden
burg-2,Steam,Luke,0,36,1680,Japan
Luke'saidoit,Steam,Luke,0,36,1680,Other
kyoppe,Steam,Juri,0,36,1680,Japan
モダン風水エンジン,CrossPlatform,Juri,0,36,1680,Japan
ThisIsBattle,CrossPlatform,Rashid,0,36,1680,United States
Lobo,Steam,Rashid,0,36,1680,Mexico
Deadske Ruchiha,Steam,Rashid,0,36,1680,United States
Jodin,Steam,Dee Jay,0,36,1680,Dominican Republic
limit,Steam,Dee Jay,0,36,1680,Afghanistan
二度デマ,CrossPlatform,Dee Jay,0,36,1680,Japan
bllmrhrtsk,Steam,Ken,0,36,1680,Other
FL.DanielYagami,Steam,Ryu,0,36,1680,Brazil
Griva_,Steam,Ryu,0,36,1680,Kazakhstan
もりくま,CrossPlatform,Ryu,0,36,1680,Japan
Kfuego,Steam,Ryu,0,36,1680,Costa Rica
golmok,Steam,Cammy,0,36,1679,South Korea
yano,CrossPlatform,Cammy,0,36,1679,Japan
yujiaoyan,Steam,Dhalsim,0,36,1679,China
Onikidayo,Steam,JP,0,36,1679,Japan
BrandonHeat77,Steam,JP,0,36,1679,Brazil
arikuxi,Steam,JP,0,36,1679,Japan
寝違えた,Steam,Chun-Li,0,36,1679,Other
fun0314,Steam,Kimberly,0,36,1679,Japan
ガガゼトマン＠Twitter,Steam,Kimberly,0,36,1679,Japan
Blacknaimer,CrossPlatform,Edmond Honda,0,36,1679,Venezuela
vaalix,Steam,Luke,0,36,1679,Finland
Steveyo,Steam,Luke,0,36,1679,Australia
LemonMeringue,Steam,Luke,0,36,1679,United States
kazami,Steam,Luke,0,36,1679,Japan
TRE-61,Steam,Luke,0,36,1679,United States
mohipla,Steam,Luke,0,36,1679,Japan
qoo0922,CrossPlatform,Luke,0,36,1679,Japan
SonicBoomisOn9,Steam,Guile,0,36,1679,Japan
j'ai un taf,Steam,Guile,0,36,1679,France
Talleynn,Steam,Marisa,0,36,1679,Australia
pizzaxe,Steam,Juri,0,36,1679,Japan
夜勤明けおじさん,Steam,Juri,0,36,1679,Japan
Lotly,Steam,Rashid,0,36,1679,Japan
SFM_Mikex,CrossPlatform,Rashid,0,36,1679,Canada
Jonathan Saitoh,CrossPlatform,A.K.I.,0,36,1679,Japan
kitsune971,Steam,A.K.I.,0,36,1679,Other
Kiromah,Steam,Ken,0,36,1679,France
rockrock,Steam,Ken,0,36,1679,Japan
FGeezy,Steam,Ken,0,36,1679,United States
SNUFFLEUPAGUS,Steam,Cammy,0,36,1678,Other
VnRaito,Steam,Cammy,0,36,1678,Morocco
EVIL_DHALSIM,Steam,Dhalsim,0,36,1678,Brazil
LemonMeringue,Steam,JP,0,36,1678,United States
JagiHALX,Steam,JP,0,36,1678,Japan
DosukoEsports,Steam,JP,0,36,1678,Japan
しょうだい,Steam,Chun-Li,0,36,1678,Japan
N1ghtslash,CrossPlatform,Chun-Li,0,36,1678,United States
Natsuki_cony,Steam,Chun-Li,0,36,1678,Thailand
Måntööth,CrossPlatform,Kimberly,0,36,1678,Malaysia
ササハラ,Steam,Kimberly,0,36,1678,Japan
Misery,Steam,Jamie,0,36,1678,Japan
いかちゃん,Steam,Edmond Honda,0,36,1678,Japan
Jing Koo,Steam,Luke,0,36,1678,China
ひぐち！,Steam,Luke,0,36,1678,Japan
Isaaclk,Steam,Luke,0,36,1678,Other
Allyzki,Steam,Luke,0,36,1678,Japan
ハハハハフハハ,Steam,Guile,0,36,1678,Japan
NKBR_PC,Steam,Guile,0,36,1678,Japan
minizhuQaQ,Steam,Juri,0,36,1678,China
Quinn,Steam,Blanka,0,36,1678,United States
nonhellps,CrossPlatform,Rashid,0,36,1678,Japan
YoungEun,Steam,A.K.I.,0,36,1678,South Korea
하선생님,Steam,Ken,0,36,1678,South Korea
ryoo,Steam,Ken,0,36,1678,Japan
kirbster,CrossPlatform,Ken,0,36,1678,Canada
せーやんご,CrossPlatform,Cammy,0,36,1677,Japan
GoldenCen,Steam,Dhalsim,0,36,1677,United States
Kotomi Ichinose,Steam,JP,0,36,1677,Other
T3_FGC,Steam,JP,0,36,1677,United States
hauko,Steam,JP,0,36,1677,Japan
Natsu72,Steam,Chun-Li,0,36,1677,Japan
有宮チカゲ,Steam,Jamie,0,36,1677,Japan
YT_Sledge,CrossPlatform,Luke,0,36,1677,Japan
BigMacCombo96,Steam,Luke,0,36,1677,United States
Kingsoo,Steam,Luke,0,36,1677,United States
ninnitaku,Steam,Marisa,0,36,1677,Other
小鱼小鱼吃虾米,Steam,Marisa,0,36,1677,China
Neokyo2k,CrossPlatform,Juri,0,36,1677,Jamaica
Lucifer,CrossPlatform,Blanka,0,36,1677,Other
spire,Steam,Lily,0,36,1677,Japan
Kurokiba,Steam,Dee Jay,0,36,1677,United States
Kimutake-pc,Steam,Dee Jay,0,36,1677,Japan
Ryohtsu,Steam,Dee Jay,0,36,1677,Japan
FantasyBlvck,Steam,Dee Jay,0,36,1677,Netherlands
Himself,CrossPlatform,Ken,0,36,1677,Chile
Ch3ckMate,Steam,Ryu,0,36,1677,United States
we  survive,CrossPlatform,Cammy,0,36,1676,Japan
BRZ|NeeDLess,Steam,Cammy,0,36,1676,United Arab Emirates
Yamarster,Steam,JP,0,36,1676,Japan
Jesse,Steam,Zangief,0,36,1676,United States
Du Barry,Steam,Manon,0,36,1676,France
石井プロ,Steam,Manon,0,36,1676,Japan
とりっぴー,Steam,Chun-Li,0,36,1676,Japan
IAmHermit,Steam,Kimberly,0,36,1676,Other
II1I1II,Steam,Edmond Honda,0,36,1676,Japan
Wordsworth,Steam,Luke,0,36,1676,Japan
FenixRD,Steam,Luke,0,36,1676,Dominican Republic
popollo,Steam,Luke,0,36,1676,Japan
mugiwaraboy,Steam,Juri,0,36,1676,Japan
Volzar21,CrossPlatform,Blanka,0,36,1676,United States
k-alec,CrossPlatform,Blanka,0,36,1676,Other
Giango,Steam,Rashid,0,36,1676,Italy
えんちょう,CrossPlatform,A.K.I.,0,36,1676,Japan
Jerres,Steam,A.K.I.,0,36,1676,Germany
かさのり,CrossPlatform,Lily,0,36,1676,Japan
Satoruuu...,Steam,Lily,0,36,1676,France
阿虚aqiu211,Steam,Ken,0,36,1676,China
もなか@S_zwei,CrossPlatform,Ken,0,36,1676,Japan
Azure,Steam,Ken,0,36,1676,Other
jkd4,Steam,Ryu,0,36,1676,Other
Stiffff,Steam,Cammy,0,36,1675,Dominican Republic
renze,Steam,Cammy,0,36,1675,Australia
DatFLKid,Steam,Cammy,0,36,1675,United States
Gerry_ColdHands,Steam,JP,0,36,1675,United States
小6の兄,CrossPlatform,JP,0,36,1675,Japan
FlyingLamppost,Steam,JP,0,36,1675,United States
FELIX,Steam,JP,0,36,1675,Sweden
R4ndom,Steam,JP,0,36,1675,Jordan
Liu Kang,Steam,Zangief,0,36,1675,Vietnam
AfterDeath,Steam,Zangief,0,36,1675,Australia
たんしお,CrossPlatform,Manon,0,36,1675,Japan
yukke,Steam,Chun-Li,0,36,1675,Japan
agisakun,Steam,Chun-Li,0,36,1675,Japan
shin,Steam,Luke,0,36,1675,Japan
豆の木ジャック,Steam,Luke,0,36,1675,Japan
音速公子神,Steam,Guile,0,36,1675,China
おみ_3bangai,Steam,Guile,0,36,1675,Japan
TerryMing,Steam,Marisa,0,36,1675,Other
Dale,Steam,Juri,0,36,1675,Australia
QueenJAK,Steam,Dee Jay,0,36,1675,United States
LaganjaEstranja,Steam,Dee Jay,0,36,1675,Jamaica
Sole,Steam,Ken,0,36,1675,Kuwait
Mopuulapo,CrossPlatform,Ken,0,36,1675,Côte d'Ivoire
fchampryan#4,Steam,Dhalsim,0,36,1674,Philippines
UrsusMajor,Steam,JP,0,36,1674,United States
ドル@KDHRoom,Steam,JP,0,36,1674,Japan
SFT MarcelGDS,CrossPlatform,JP,0,36,1674,Brazil
JoeyFGC,CrossPlatform,JP,0,36,1674,United States
Shinba,Steam,Manon,0,36,1674,Japan
tanosiege,Steam,Chun-Li,0,36,1674,Japan
saisak,Steam,Kimberly,0,36,1674,Other
justcallmetar,CrossPlatform,Kimberly,0,36,1674,Other
ChaosWarrior,Steam,Kimberly,0,36,1674,Turkey
SleepyBear,Steam,Jamie,0,36,1674,Japan
鰻爆発ギャラクティックボンバー,Steam,Luke,0,36,1674,Japan
けぬ太郎,Steam,Guile,0,36,1674,Japan
rehat,Steam,Marisa,0,36,1674,Other
CientifiKOF,Steam,Marisa,0,36,1674,Mexico
no thanks,Steam,Juri,0,36,1674,Other
nagare,Steam,Juri,0,36,1674,Japan
girthquake,Steam,A.K.I.,0,36,1674,United States
Msoft J,Steam,Dee Jay,0,36,1674,Australia
alex_sieg_pc,Steam,Dee Jay,0,36,1674,Spain
あたーう,Steam,Dee Jay,0,36,1674,Japan
RLRR,Steam,Dee Jay,0,36,1674,Japan
Xaryus G,CrossPlatform,Dee Jay,0,36,1674,Other
doruko,Steam,Dee Jay,0,36,1674,Japan
じゃがたら,Steam,Ken,0,36,1674,Japan
WhiteBl4ck,Steam,Ryu,0,36,1674,France
Grahmpa,CrossPlatform,Ryu,0,36,1674,United States
DenjinCharged,Steam,Ryu,0,36,1674,United States
喜多ちゃん,Steam,Cammy,0,36,1673,Japan
____,Steam,JP,0,36,1673,Other
えむけー,Steam,Manon,0,36,1673,Japan
quartet999,Steam,Manon,0,36,1673,China
koozaa,Steam,Manon,0,36,1673,South Korea
网线一元一米,Steam,Chun-Li,0,36,1673,China
Gillstolemyride,Steam,Kimberly,0,36,1673,Portugal
LukeTierB,Steam,Luke,0,36,1673,Other
フェレット,Steam,Luke,0,36,1673,Japan
KiwiBeta,Steam,Marisa,0,36,1673,Japan
口袋KD,Steam,Marisa,0,36,1673,China
galaxybutter,Steam,Rashid,0,36,1673,Canada
为爱食鲍-XIN,Steam,Lily,0,36,1673,China
anryu,Steam,Dee Jay,0,36,1673,Japan
ぷおんぐ,Steam,Dee Jay,0,36,1673,Japan
下田龍太郎（37）,Steam,Dee Jay,0,36,1673,Japan
shinya_kebt,Steam,Ken,0,36,1673,Japan
MarkTheShark,CrossPlatform,Ken,0,36,1673,South Africa
Donteyyy,CrossPlatform,Ken,0,36,1673,Russia
Ding,Steam,Ryu,0,36,1673,Other
CrisGQ,Steam,Cammy,0,36,1672,Chile
tsubo,CrossPlatform,Cammy,0,36,1672,Japan
직화구이(Roasting),Steam,Dhalsim,0,36,1672,South Korea
lopsidedmike,Steam,JP,0,36,1672,United States
内内个内内内个内个内内,Steam,JP,0,36,1672,China
HungryPeruvian,CrossPlatform,Zangief,0,36,1672,Peru
SilentSoul,CrossPlatform,Zangief,0,36,1672,Liberia
chainslaw,Steam,Chun-Li,0,36,1672,United States
BBTAGPLAYER,Steam,Chun-Li,0,36,1672,Portugal
Bald 'n Brash,Steam,Edmond Honda,0,36,1672,United Kingdom
iron takashi,Steam,Luke,0,36,1672,Japan
JKrispy,Steam,Luke,0,36,1672,United States
ジョルジュ早乙女,Steam,Guile,0,36,1672,Japan
Clippy,Steam,Juri,0,36,1672,Other
ねこねこ,CrossPlatform,Blanka,0,36,1672,Japan
goticlolita,Steam,Blanka,0,36,1672,Brazil
Snowdin,Steam,Rashid,0,36,1672,United States
city jack,Steam,A.K.I.,0,36,1672,Japan
Xanne,Steam,A.K.I.,0,36,1672,Other
どんとこい、超常現象,Steam,Lily,0,36,1672,Japan
Grimace,CrossPlatform,Lily,0,36,1672,United States
お さ げ,Steam,Dee Jay,0,36,1672,Japan
Sugar,Steam,Dee Jay,0,36,1672,Bahrain
エドみやtwitch,Steam,Dee Jay,0,36,1672,Japan
mumu,Steam,Dee Jay,0,36,1672,Japan
HolyTonyBaker,Steam,Dee Jay,0,36,1672,United States
livelikethat,Steam,Ken,0,36,1672,Japan
11mame3,CrossPlatform,Ken,0,36,1672,Japan
Askeladd,Steam,Ken,0,36,1672,China
tomon9,CrossPlatform,Ryu,0,36,1672,Japan
ScLee,Steam,Cammy,0,36,1671,United States
Doma,CrossPlatform,Cammy,0,36,1671,United States
マグヌス中村,CrossPlatform,JP,0,36,1671,Japan
らすてぃー,CrossPlatform,JP,0,36,1671,Japan
升龙拳V,Steam,JP,0,36,1671,China
RaInPrO,Steam,JP,0,36,1671,Other
ohagi314,Steam,JP,0,36,1671,Japan
BBC Sr.,CrossPlatform,Zangief,0,36,1671,United States
doi_tabasco,CrossPlatform,Manon,0,36,1671,Japan
KiD & KiM,Steam,Kimberly,0,36,1671,United States
banseog,Steam,Edmond Honda,0,36,1671,South Korea
SEVEN_PISCES,CrossPlatform,Luke,0,36,1671,United States
Im0A0,Steam,Luke,0,36,1671,Japan
NORESPECTKR,Steam,Luke,0,36,1671,South Korea
w0lvsauce9000,Steam,Guile,0,36,1671,United States
nugget,Steam,Marisa,0,36,1671,Saudi Arabia
aCanofPatience,Steam,Marisa,0,36,1671,Jamaica
Demon Flip,Steam,Marisa,0,36,1671,Other
kyosaiyajin,Steam,Marisa,0,36,1671,South Korea
BANGARANG,Steam,Juri,0,36,1671,United States
uron,Steam,Juri,0,36,1671,Japan
おいとわ,CrossPlatform,Rashid,0,36,1671,Japan
YukiNuggets,Steam,Lily,0,36,1671,Japan
Joyless,Steam,Ken,0,36,1671,Other
ComputedMusica,Steam,Ken,0,36,1671,Spain
move,Steam,Ken,0,36,1671,Other
BigMacCombo96,Steam,Ryu,0,36,1671,United States
Nagichan,Steam,Cammy,0,36,1670,Japan
OROCHI_DEMON,Steam,Dhalsim,0,36,1670,Cuba
LoveZangief,Steam,Zangief,0,36,1670,Japan
kemith0315,Steam,Chun-Li,0,36,1670,Japan
Inevitability,Steam,Kimberly,0,36,1670,Other
yuki168,CrossPlatform,Kimberly,0,36,1670,Japan
waji,Steam,Kimberly,0,36,1670,Japan
ひでみち,Steam,Kimberly,0,36,1670,Japan
Superdbo,Steam,Luke,0,36,1670,United States
pluto,Steam,Luke,0,36,1670,Other
Pinh,Steam,Luke,0,36,1670,France
さいどわいんだーあべ,Steam,Marisa,0,36,1670,Japan
FlyingDyldo 2,CrossPlatform,Marisa,0,36,1670,United States
WAWON,CrossPlatform,Marisa,0,36,1670,Japan
呼哩呦吼,Steam,Juri,0,36,1670,China
ナポレオン部ナパルト,Steam,Juri,0,36,1670,Japan
シェイルブレイカー0605,Steam,Juri,0,36,1670,Japan
UTT_gorilla,CrossPlatform,Blanka,0,36,1670,Japan
どくとといわれるもの,Steam,Blanka,0,36,1670,Japan
ちくわねこ,CrossPlatform,Rashid,0,36,1670,Japan
矢来美羽,CrossPlatform,A.K.I.,0,36,1670,Japan
YAT-7,Steam,Dee Jay,0,36,1670,Japan
抛弃智力的立回大帝,Steam,Ken,0,36,1670,China
ichi@03,CrossPlatform,Ken,0,36,1670,Japan
BlueicyDasani,CrossPlatform,Ken,0,36,1670,United States
Obaid,CrossPlatform,Ryu,0,36,1670,United States
skyy,Steam,Ryu,0,36,1670,New Zealand
なとかわ,Steam,Cammy,0,36,1669,Japan
Budeguita,Steam,Dhalsim,0,36,1669,Brazil
kiranomercy,Steam,JP,0,36,1669,United States
よちおよちお,Steam,JP,0,36,1669,Japan
luchesco,Steam,Zangief,0,36,1669,United Kingdom
captainarm,CrossPlatform,Zangief,0,36,1669,Japan
Suckme,Steam,Manon,0,36,1669,United States
CrescendoFlow,Steam,Kimberly,0,36,1669,United States
WESTAS,CrossPlatform,Edmond Honda,0,36,1669,Japan
only my railgun,Steam,Luke,0,36,1669,Other
mememe,Steam,Luke,0,36,1669,Japan
JuniorJunes,Steam,Luke,0,36,1669,United States
バンピーナックルズ,CrossPlatform,Luke,0,36,1669,Japan
DoDo,Steam,Luke,0,36,1669,South Korea
TaiwanDaimon,Steam,Luke,0,36,1669,Other
NEMU-UME,Steam,Luke,0,36,1669,Japan
Hurricane,Steam,Guile,0,36,1669,Cameroon
Chee,Steam,Marisa,0,36,1669,Other
アイアン木場,CrossPlatform,Juri,0,36,1669,Japan
AxoDeS,CrossPlatform,Juri,0,36,1669,Germany
inept,Steam,Blanka,0,36,1669,Other
Sonic,Steam,Rashid,0,36,1669,Argentina
Jhosh,Steam,A.K.I.,0,36,1669,Brazil
Raftel,Steam,A.K.I.,0,36,1669,Japan
DIDI98,CrossPlatform,Dee Jay,0,36,1669,Mexico
ちわわん,CrossPlatform,Ken,0,36,1669,Japan
TrockDemon,Steam,Ken,0,36,1669,United States
久々に陰陽大戦記が観たい・・・,Steam,Ken,0,36,1669,Japan
ヌッキー,Steam,Ryu,0,36,1669,Japan
Guts,CrossPlatform,Cammy,0,36,1668,United States
Witch,Steam,Cammy,0,36,1668,Colombia
kuboyanyan,Steam,Dhalsim,0,36,1668,Japan
Deejay_Ec,CrossPlatform,Dhalsim,0,36,1668,Ecuador
Geralt,Steam,JP,0,36,1668,Japan
festa,Steam,JP,0,36,1668,Japan
b3lLz,Steam,Manon,0,36,1668,Thailand
pahnda,Steam,Chun-Li,0,36,1668,Bosnia and Herzegovina
sita,Steam,Kimberly,0,36,1668,Japan
Kadosh,Steam,Jamie,0,36,1668,Brazil
Snoopoop,Steam,Luke,0,36,1668,Israel
